date,home_team,home_score,away_team,away_score,home_Rk,home_Team,home_Conf,home_G,home_Rec,home_Conf Rec,home_AdjOE,home_AdjDE,home_Barthag,home_EFG%,home_EFGD%,home_TOR,home_TORD,home_ORB,home_DRB,home_FTR,home_FTRD,home_2P%,home_2P%D,home_3P%,home_3P%D,home_3PR,home_3PRD,home_Adj T.,home_WAB,away_Rk,away_Team,away_Conf,away_G,away_Rec,away_Conf Rec,away_AdjOE,away_AdjDE,away_Barthag,away_EFG%,away_EFGD%,away_TOR,away_TORD,away_ORB,away_DRB,away_FTR,away_FTRD,away_2P%,away_2P%D,away_3P%,away_3P%D,away_3PR,away_3PRD,away_Adj T.,away_WAB
20201125,Boston College,67.0,Villanova,76.0,46,Boston College,ACC,1,0–1,0–0,112.735,99.275,0.812346,54.554,56.712,17.16,12.4145,21.9129,27.363,20.0132,20.027,62.121,59.5127,30.89,34.889,47.318,38.391,68.5129,-0.3495,62,Villanova,BE,1,1–0,0–0,114.23,105.396,0.715862,56.741,54.5107,12.415,17.1101,27.396,21.93,20.0132,20.027,59.533,62.1139,34.871,30.869,38.368,47.3143,61.6159,0.172
20201125,Virginia,89.0,Towson,54.0,17,Virginia,ACC,1,1–0,0–0,129.53,96.963,0.965817,67.53,43.949,9.97,16.5103,29.682,21.226,6.3158,28.662,58.835,33.312,51.76,43.8134,46.027,32.75,63.1157,0.0549,139,Towson,CAA,1,0–1,0–0,101.681,127.0158,0.0712139,43.9112,67.5158,16.558,9.9153,21.2134,29.678,28.698,6.33,33.3148,58.8125,43.825,51.7155,32.711,46.0134,69.412,-0.391
20201125,Iowa,97.0,North Carolina Central,67.0,72,Iowa,B10,1,1–0,0–0,121.017,115.9141,0.621172,56.146,47.471,13.127,21.852,54.13,31.492,43.94,29.867,61.126,47.467,33.374,31.672,45.53,33.354,71.494,0.0175,91,North Carolina Central,MEAC,1,0–1,0–0,109.952,110.2119,0.494191,47.49,56.1115,21.8108,13.1132,31.467,54.1158,29.893,43.9121,47.491,61.1135,31.687,33.378,33.3103,45.513,67.3139,-0.1884
20201125,Wisconsin,77.0,Eastern Illinois,67.0,60,Wisconsin,B10,1,1–0,0–0,106.369,97.567,0.72996,48.284,39.427,9.97,15.6111,22.9122,31.087,50.919,22.743,50.074,36.22,30.493,31.672,40.459,28.829,69.7115,0.0363,94,Eastern Illinois,OVC,1,0–1,0–0,101.98,102.687,0.480594,39.4134,48.277,15.648,9.9153,31.074,22.939,22.7117,50.9142,36.2141,50.081,31.687,30.467,28.8131,40.4102,74.356,-0.2488
20201125,Illinois,122.0,North Carolina A&T,60.0,3,Illinois,B10,1,1–0,0–0,139.61,87.437,0.99543,70.01,38.321,18.57,14.8116,60.61,10.63,32.078,32.886,61.424,37.822,54.83,26.35,41.356,29.734,77.528,0.0362,150,North Carolina A&T,MEAC,1,0–1,0–0,89.8123,125.8155,0.020315,38.314,70.016,14.844,18.59,10.6158,60.616,32.873,32.082,37.8138,61.4136,26.3108,54.8158,29.7127,41.3105,78.517,-0.1682
20201125,Kentucky,81.0,Morehead St.,45.0,2,Kentucky,SEC,1,1–0,0–0,118.221,72.66,0.99632,61.023,37.02,22.0111,29.413,44.014,29.78,23.7114,32.082,62.819,48.373,37.556,14.37,27.1138,42.0112,71.298,0.1423,148,Morehead St.,OVC,1,0–1,0–0,77.5149,107.0107,0.0239148,37.0141,61.0138,29.4148,22.049,29.779,44.0147,32.078,23.747,48.387,62.8142,14.3153,37.5102,42.049,27.123,68.213,-0.40103
20201125,Michigan St.,83.0,Eastern Michigan,67.0,50,Michigan St.,B10,1,1–0,0–0,108.361,96.662,0.78885,65.59,43.848,25.1135,12.6141,29.682,25.655,29.196,25.052,66.711,51.288,42.929,19.02,50.912,32.852,71.988,0.0455,110,Eastern Michigan,MAC,1,0–1,0–0,101.283,110.5123,0.266311,43.8113,65.5152,12.62,25.126,25.6105,29.678,25.0108,29.165,51.271,66.7149,19.014,42.9131,32.8108,50.9149,71.396,-0.46112
20201125,Texas Tech,101.0,Northwestern St.,58.0,11,Texas Tech,B12,1,1–0,0–0,112.139,81.517,0.975011,60.028,38.523,12.517,23.836,36.84,17.88,37.16,32.886,60.029,42.137,40.041,21.73,28.6133,37.785,76.732,0.0364,143,Northwestern St.,Slnd,1,0–1,0–0,86.0133,110.6125,0.0523143,38.5138,60.0133,23.8125,12.5142,17.8152,36.8121,32.873,37.1101,42.1124,60.0129,21.7131,40.0116,37.776,28.626,83.43,-0.269
20201125,West Virginia,79.0,South Dakota St.,71.0,42,West Virginia,B12,1,1–0,0–0,107.963,94.456,0.823042,44.2109,49.284,4.31,19.978,37.833,31.492,18.2142,21.036,48.981,46.563,25.0116,36.899,41.653,30.64,67.5136,0.2213,59,South Dakota St.,Sum,1,0–1,0–0,107.366,98.272,0.735159,49.275,44.252,19.982,4.316,31.467,37.8128,21.0124,18.218,46.598,48.979,36.861,25.041,30.6121,41.6108,69.3121,-0.3899
20201125,North Carolina,79.0,Charleston,60.0,40,North Carolina,ACC,1,1–0,0–0,98.492,84.931,0.84484,42.3123,46.769,12.314,20.57,39.528,20.017,33.869,16.714,45.3108,43.244,22.2129,34.889,25.4143,38.391,78.12,0.0643,104,Charleston,CAA,1,0–1,0–0,93.8109,98.071,0.3763104,46.792,42.338,20.591,12.3147,20.0143,39.5131,16.7147,33.891,43.2116,45.353,34.871,22.232,38.368,25.417,69.6118,-0.3697
