date,home_team,home_score,away_team,away_score,home_Rk,home_Team,home_Conf,home_G,home_Rec,home_Conf Rec,home_AdjOE,home_AdjDE,home_Barthag,home_EFG%,home_EFGD%,home_TOR,home_TORD,home_ORB,home_DRB,home_FTR,home_FTRD,home_2P%,home_2P%D,home_3P%,home_3P%D,home_3PR,home_3PRD,home_Adj T.,home_WAB,away_Rk,away_Team,away_Conf,away_G,away_Rec,away_Conf Rec,away_AdjOE,away_AdjDE,away_Barthag,away_EFG%,away_EFGD%,away_TOR,away_TORD,away_ORB,away_DRB,away_FTR,away_FTRD,away_2P%,away_2P%D,away_3P%,away_3P%D,away_3PR,away_3PRD,away_Adj T.,away_WAB
20181109,Saint Francis,80,Morgan St.,62,83,Saint Francis,NEC,1,0–1,0–0,98.1131,92.956,.650583,40.9190,47.997,25.9195,14.2185,34.973,30.4120,22.7182,28.685,33.3211,63.9204,50.011,20.631,18.2220,48.6193,71.3129,-0.25129,137,Morgan St.,MEAC,1,0–1,0–0,106.078,112.1179,.3450137,50.0104,59.7201,16.673,17.9122,25.6148,44.4205,14.1216,40.3144,49.1115,73.3222,35.791,32.4113,19.7218,55.2216,83.46,-0.32138
20181109,South Carolina,81,Stony Brook,83,106,South Carolina,SEC,1,1–0,0–0,78.1212,77.213,.5332106,32.8214,38.830,24.9189,28.911,42.226,20.532,63.812,17.217,47.5129,40.043,0.0224,25.050,31.0180,48.3188,75.851,+0.01101,165,Stony Brook,AE,1,1–0,0–0,95.8145,106.0147,.2380165,42.9172,52.7144,15.554,21.965,39.144,26.381,38.691,61.8209,47.7126,57.1170,23.1182,30.089,37.1133,36.483,69.4155,+0.1322
20181109,Temple,83,Detroit Mercy,67,96,Temple,Amer,1,1–0,0–0,97.5137,95.071,.575296,43.0170,41.942,19.9133,14.6181,39.540,12.54,63.213,29.089,41.5175,36.827,31.3123,33.3115,28.1193,38.7106,73.977,+0.0836,206,Detroit Mercy,Horz,1,0–1,0–0,102.4100,129.4223,.0637206,43.6162,53.0147,12.422,20.779,35.866,53.7223,38.691,42.4153,37.8195,54.8158,33.396,33.3115,47.153,36.483,71.2131,-0.8204
20181109,Binghamton,57,NJIT,74,182,Binghamton,AE,1,0–1,0–0,95.5150,109.2166,.1757182,52.382,52.6143,14.946,17.4138,12.8219,22.949,25.8156,58.6202,57.153,57.1170,29.2136,30.494,36.4140,39.7114,80.612,-0.9216,76,NJIT,ASun,1,1–0,0–0,121.213,113.3186,.684176,57.340,52.8145,12.218,16.8148,26.5141,41.9197,49.137,50.9187,44.1153,54.3153,52.46,33.3115,38.2123,34.070,59.4223,+0.1419
20181109,Missouri St.,74,Robert Morris,60,17,Missouri St.,MVC,1,1–0,0–0,95.5148,70.97,.968817,60.324,33.613,15.760,27.521,22.6177,23.855,23.8171,31.096,67.411,40.043,30.0132,17.920,31.7176,48.3188,77.042,+0.0469,143,Robert Morris,NEC,1,0–1,0–0,91.4184,97.793,.3166143,37.9202,58.8198,14.641,19.990,24.4162,28.6100,15.7211,43.9163,47.5129,52.3137,16.7215,53.8221,42.989,22.814,73.292,-0.50159
20181109,Navy,57,Maryland,78,202,Navy,Pat,1,0–1,0–0,80.7207,100.6108,.0738202,29.5220,44.672,21.6158,12.3204,26.7140,31.0123,32.1119,46.4174,25.7222,34.518,23.8179,37.0150,37.5126,48.2184,68.5170,-0.6180,88,Maryland,B10,1,1–0,0–0,94.9155,90.748,.627788,41.9182,44.672,16.673,15.2172,39.540,25.671,48.438,16.915,53.579,47.699,10.5221,26.166,30.6183,35.479,77.536,+0.0466
20181109,Arizona St.,80,McNeese St.,52,125,Arizona St.,P12,1,1–0,0–0,104.487,107.0153,.4296125,48.7121,50.7125,17.798,17.7125,36.460,15.614,56.425,35.1120,44.2151,54.0150,38.558,29.285,33.3160,32.455,74.664,+0.0649,148,McNeese St.,Slnd,1,0–1,0–0,111.747,120.0211,.3036148,49.2113,64.2212,20.2139,7.8222,33.379,27.693,20.3192,21.739,51.1100,65.5208,28.6139,41.9189,23.7210,51.7208,69.5153,-0.28132
20181109,Texas A&M,73,UC Irvine,74,133,Texas A&M,SEC,1,1–0,0–0,91.5183,95.576,.3779133,50.6103,43.356,25.3192,21.173,46.014,26.279,32.1119,23.248,67.411,35.722,21.1190,31.5103,46.954,65.9224,84.14,+0.01105,180,UC Irvine,BW,1,1–0,0–0,109.758,125.2220,.1796180,60.324,54.5163,15.657,14.0190,48.49,18.220,20.6190,23.652,60.541,42.958,40.051,44.4198,31.7176,49.1195,66.5192,+0.01107
20181109,Texas Tech,84,Mississippi Valley St.,52,14,Texas Tech,B12,1,1–0,0–0,98.8121,71.88,.975114,67.53,28.64,20.5142,42.51,43.523,39.5183,22.8181,26.571,71.47,30.69,40.946,15.47,38.6120,26.523,70.9136,+0.01103,224,Mississippi Valley St.,SWAC,1,0–1,0–0,58.2224,118.0203,.0003224,19.9224,65.9219,24.5185,14.2185,29.3117,38.9181,23.5174,34.8117,22.6224,71.9220,6.7222,40.5175,22.1212,53.6213,78.823,-0.35142
20181109,Utah St.,100,Hartford,73,29,Utah St.,MWC,1,1–0,0–0,115.335,92.955,.923029,56.547,47.290,15.657,16.9147,44.416,12.54,37.796,62.3211,53.382,38.536,41.737,37.0150,34.8149,50.9205,74.369,+0.1320,197,Hartford,AE,1,0–1,0–0,91.9178,112.6181,.0880197,50.0104,49.2109,24.1182,19.990,34.277,40.6194,31.6127,32.8108,46.9137,50.0114,36.087,28.676,43.983,11.51,69.3158,-1.0222
20181109,UC Davis,57,San Diego,76,222,UC Davis,BW,1,0–1,0–0,63.3222,102.6125,.0039222,30.4218,57.4187,26.2198,17.5133,13.5215,32.4134,23.5174,19.731,34.4209,66.7212,15.8217,27.373,37.3130,36.182,69.8150,-0.8194,94,San Diego,WCC,1,1–0,0–0,107.071,103.6132,.593194,54.661,49.2109,15.554,21.173,37.852,22.242,27.7142,13.12,52.192,52.5139,41.241,28.676,26.2203,34.473,67.6181,+0.0647
20181110,Gonzaga,104,Texas Southern,67,43,Gonzaga,WCC,1,1–0,0–0,127.16,106.0193,.889943,64.313,50.0145,8.86,18.8143,43.821,30.0155,52.939,18.621,71.77,50.0139,33.3126,33.3143,34.3195,25.724,80.514,+0.03105,59,Texas Southern,SWAC,1,1–0,0–0,106.197,92.264,.833659,56.762,49.3144,26.0258,27.526,38.748,47.7280,40.4111,16.413,51.6118,50.0139,42.944,31.6131,40.4130,28.442,71.7158,+0.76
20181110,Syracuse,84,Morehead St.,70,4,Syracuse,ACC,1,1–0,0–0,89.6239,55.91,.99574,41.1246,27.12,14.752,27.924,37.060,27.5121,45.273,13.64,46.7180,29.24,17.6274,17.113,27.4258,59.3287,67.9234,+0.0580,186,Morehead St.,OVC,1,0–1,0–0,99.8156,105.7190,.3411186,47.6173,53.9198,23.6230,18.0164,32.5100,37.8232,24.2233,26.681,47.1175,55.8210,32.1150,33.3143,45.286,32.873,70.9177,-0.5202
20181110,Michigan,56,Holy Cross,37,11,Michigan,B10,1,1–0,0–0,91.8225,65.94,.978511,41.7241,33.110,17.498,18.8143,34.784,18.637,48.353,18.621,47.1175,31.910,23.1246,25.055,43.3105,20.38,68.1233,+0.0488,69,Holy Cross,Pat,1,1–0,0–0,129.45,116.9260,.762569,64.313,75.0287,13.233,29.313,40.037,31.6177,27.0208,39.1170,63.222,82.8289,44.036,41.2232,39.7137,37.0117,64.5277,+0.0587
20181110,Purdue,84,Ball St.,75,21,Purdue,B10,1,1–0,0–0,124.710,96.8107,.948421,66.13,43.357,19.2157,17.7170,40.037,25.089,25.4221,15.09,62.132,36.826,46.724,36.4187,50.827,36.7113,67.7237,+0.0495,68,Ball St.,MAC,1,1–0,0–0,120.323,108.5217,.766268,54.681,43.357,13.233,16.2205,44.416,40.9259,30.8183,26.985,54.397,36.424,36.8103,50.0274,29.2245,17.93,67.0248,+0.0771
20181110,N.C. State,95,Maryland Eastern Shore,49,37,N.C. State,ACC,1,1–0,0–0,120.224,97.2112,.920237,62.221,36.920,10.814,24.348,50.04,25.089,27.0208,26.275,59.647,37.532,45.529,23.851,29.7242,34.491,74.988,+0.02108,250,Maryland Eastern Shore,MEAC,1,0–1,0–0,73.5283,88.345,.1072250,38.1262,52.9182,21.7203,25.837,21.4234,22.668,14.3281,36.5149,45.0193,50.0139,17.4278,37.5200,36.5170,46.2219,69.1212,-0.6209
20181110,Western Carolina,74,Charleston,77,271,Western Carolina,SC,1,0–1,0–0,93.3215,121.3280,.0469271,49.2148,65.5280,20.4183,17.9166,25.0192,22.668,31.7172,48.3231,48.7153,62.5260,33.3126,46.2258,38.1158,44.8204,81.711,-0.5207,109,Charleston,CAA,1,1–0,0–0,111.560,105.8191,.6474109,45.7193,49.2138,11.618,15.9214,50.04,23.578,37.1132,23.349,48.9149,57.6224,26.1219,25.967,32.9214,45.0206,69.4205,+0.0962
20181110,IU Indy,71,Eastern Illinois,65,170,IU Indy,Horz,1,0–1,0–0,98.2175,100.9140,.4232170,43.8218,53.8195,20.1178,17.4184,23.1216,32.5188,46.464,28.8102,37.9255,59.5233,33.3126,31.0121,48.250,43.9199,77.641,-0.43182,144,Eastern Illinois,OVC,1,0–1,0–0,89.9237,88.949,.5324144,41.1246,57.7246,26.2259,22.181,25.6179,20.042,32.1169,38.5164,42.4224,66.7275,26.1219,32.0136,41.1126,48.1238,75.871,-0.23151
20181110,UMass Lowell,88,Wagner,84,236,UMass Lowell,AE,1,0–1,0–0,93.6212,106.9198,.1774236,44.3210,55.7217,15.563,19.4127,29.5134,32.4184,22.9241,44.3198,46.8179,61.0246,26.1219,30.0110,32.9214,32.873,77.545,-0.8249,282,Wagner,NEC,1,0–1,0–0,86.4257,119.7273,.0229282,37.5265,60.3257,23.9235,12.0273,25.0192,36.7229,17.9268,43.1193,40.0239,58.8229,23.1246,41.7239,46.478,41.4170,65.6270,-0.43181
20181110,High Point,60,Wofford,68,226,High Point,BSth,1,0–1,0–0,97.0187,109.0220,.2077226,48.3163,57.3233,18.3133,21.193,30.0126,28.1128,31.7172,41.8185,40.8236,60.0237,54.54,36.0181,18.3288,45.5215,70.4187,-0.8245,74,Wofford,SC,1,0–1,0–0,107.291,97.8116,.740974,45.2200,56.8228,12.926,21.588,26.5172,35.7215,17.5270,25.469,53.6100,54.1192,25.7228,40.9229,55.69,37.3122,63.3284,-0.29160
20181110,St. Bonaventure,67,Jackson St.,36,166,St. Bonaventure,A10,1,0–1,0–0,106.793,108.9219,.4407166,51.7114,56.0223,15.057,17.5178,22.6221,29.0142,51.746,62.1273,61.040,61.3250,21.1262,33.3143,31.7229,46.6227,68.4225,-0.9258,205,Jackson St.,SWAC,1,0–1,0–0,95.1199,103.5170,.2739205,47.3178,55.7217,18.0124,22.575,28.6142,33.3191,33.9156,37.7157,51.4123,43.369,26.3214,47.8268,33.9200,43.4195,68.3228,-0.9256
20181110,La Salle,76,Lafayette,77,106,La Salle,A10,1,0–1,0–0,96.9188,91.660,.6573106,41.9239,43.053,14.650,19.9115,12.5284,39.5246,29.0192,63.2276,36.8259,41.560,33.3126,31.3126,38.7153,28.139,74.398,-0.41177,219,Lafayette,Pat,1,0–1,0–0,111.758,124.5283,.2225219,53.096,53.5191,19.2157,14.1246,27.5160,35.7215,28.8193,31.0115,43.8207,52.6178,41.261,36.4187,51.525,46.5226,74.398,-0.9262
20181110,Oregon St.,83,Wyoming,64,135,Oregon St.,P12,1,1–0,0–0,99.6158,98.0118,.5467135,55.969,45.691,10.713,16.8194,18.2261,17.119,18.6264,14.05,54.590,42.463,40.071,33.3143,25.4271,42.1176,69.9196,+0.02110,240,Wyoming,MWC,1,0–1,0–0,93.0216,108.5216,.1453240,40.5253,58.5251,12.926,25.837,23.8208,29.6151,46.663,57.4266,55.283,60.7244,17.2281,36.8192,50.028,40.4161,73.1126,-0.9264
20181110,Marquette,92,Bethune Cookman,59,13,Marquette,BE,1,1–0,0–0,98.7170,72.26,.973413,46.7185,27.43,16.581,19.5125,34.288,26.0106,26.7212,19.429,57.166,23.52,25.0231,21.434,53.317,45.2209,69.8199,+0.0584,246,Bethune Cookman,MEAC,1,0–1,0–0,91.7227,108.4214,.1264246,41.9239,50.9165,21.5200,19.9115,40.535,52.8287,21.0251,52.6247,53.1105,51.5169,20.0265,33.3143,48.442,42.1176,63.5283,-0.6218
20181110,Xavier,91,Evansville,85,70,Xavier,BE,1,1–0,0–0,105.4102,95.389,.761470,53.888,43.868,17.498,20.1113,32.5100,23.173,28.8193,46.4215,59.548,37.936,31.0164,33.3143,43.9100,48.2244,73.6114,+0.0769,283,Evansville,MVC,1,0–1,0–0,79.2273,111.6236,.0190283,43.4221,64.8277,31.9284,17.2190,21.1239,30.3160,41.5104,19.731,48.3158,65.1270,25.0231,42.9245,45.385,39.4147,78.328,-0.45184
20181110,San Francisco,93,Maine,50,3,San Francisco,WCC,1,1–0,0–0,111.162,67.45,.99683,57.451,30.45,17.5104,26.233,32.4102,13.510,19.7259,23.550,66.713,34.418,27.3202,15.89,36.1174,37.3122,70.4187,+0.1543,260,Maine,AE,2,0–2,0–0,81.9266,100.8138,.0839260,42.9228,54.2200,20.8191,17.7170,23.5213,26.6110,20.4256,27.897,39.0250,50.8159,31.5158,38.8216,47.860,45.4214,65.9266,-1.4282
20181110,Baylor,80,Southern,53,185,Baylor,B12,1,0–1,0–0,96.9189,102.4161,.3448185,49.3147,56.7226,27.5264,26.035,47.78,38.7242,16.4276,40.4179,50.0132,51.6170,31.6157,42.9245,28.4250,40.4161,62.8286,-0.9268,233,Southern,SWAC,1,0–1,0–0,93.7211,106.3195,.1896233,40.9249,57.3233,20.6184,27.526,27.5160,44.4272,54.533,50.9239,47.4172,58.1225,17.6274,37.5200,30.9235,43.6197,71.7158,-0.41178
20181110,Georgetown,85,Central Connecticut,78,179,Georgetown,BE,1,1–0,0–0,83.2263,86.734,.3840179,52.999,38.126,25.8253,21.786,22.6221,21.453,36.5136,14.37,50.0132,45.088,37.592,17.415,46.280,36.5111,79.221,+0.00130,137,Central Connecticut,NEC,1,1–0,0–0,97.1185,95.794,.5433137,49.2148,50.0145,19.9173,24.150,40.633,34.2196,32.8163,31.6116,50.0132,46.9102,28.6187,36.0181,11.5289,43.9199,71.6162,+0.2227
20181110,Saint Peter's,75,Delaware,78,234,Saint Peter's,MAAC,1,1–0,0–0,104.1117,118.4269,.1860234,53.591,53.0184,14.143,19.2132,35.769,27.5121,31.0180,28.8102,52.6110,43.873,36.4108,41.2232,46.577,51.5267,68.7221,+0.03103,110,Delaware,CAA,1,0–1,0–0,100.3149,95.591,.6380110,44.6206,41.941,15.259,16.6197,25.6179,39.5246,16.9275,48.4233,47.6170,53.5186,26.1219,10.55,35.4180,30.653,73.9107,-0.25156
20181110,Bucknell,58,Fairfield,60,78,Bucknell,Pat,1,1–0,0–0,119.126,109.1221,.732278,56.068,51.7172,17.5104,15.0232,29.0138,22.668,62.116,51.7245,61.336,61.0246,33.3126,21.133,46.673,31.760,75.185,+0.4512,206,Fairfield,MAAC,1,0–1,0–0,98.3173,107.0201,.2730206,43.3223,66.1282,17.7115,19.2132,25.0192,40.0253,15.0279,25.469,36.8259,62.1258,36.4108,46.7261,36.7169,50.8265,69.9196,-0.11139
20181110,Chattanooga,78,Eastern Kentucky,81,95,Chattanooga,SC,1,1–0,0–0,119.029,110.8231,.693495,57.356,52.0175,15.158,19.6121,27.3163,25.089,36.4137,46.0210,44.1203,58.8229,52.46,25.055,38.2157,32.065,69.9196,+0.0961,281,Eastern Kentucky,OVC,1,0–1,0–0,82.0265,113.7248,.0230281,34.4276,55.3212,18.7141,17.6175,38.352,38.1236,45.075,42.1187,43.4213,56.6215,11.1287,34.8168,33.8204,30.351,83.46,-0.9261
20181110,Dayton,76,Coppin St.,46,77,Dayton,A10,1,1–0,0–0,113.350,103.8173,.732777,47.5176,50.9165,8.86,14.7239,25.6179,18.229,45.075,24.659,43.8207,47.2108,41.753,38.1208,20.0286,36.8115,64.2281,+0.0959,211,Coppin St.,MEAC,1,0–1,0–0,108.185,119.0270,.2485211,44.9203,50.8161,20.6184,7.4288,31.6106,31.4175,27.1207,42.6191,33.3273,44.885,37.991,37.5200,49.236,52.5270,72.4140,-0.21146
20181110,Tennessee Tech,65,Presbyterian,80,227,Tennessee Tech,OVC,1,0–1,0–0,80.7270,90.757,.2065227,40.4254,45.997,32.3286,17.4184,35.375,29.3147,55.829,14.98,39.5247,50.0139,28.6187,25.055,26.9263,32.468,73.4122,-0.39174,175,Presbyterian,BSth,1,0–1,0–0,110.765,114.4252,.4069175,49.2148,45.792,15.968,11.6275,23.5213,50.0285,23.3240,37.1153,57.665,48.9133,25.9225,26.169,45.089,32.975,71.7158,-0.6221
20181110,Grand Canyon,89,Delaware St.,47,122,Grand Canyon,WAC,1,0–1,0–0,103.2128,99.6130,.5992122,40.7250,54.3202,8.35,22.181,27.7157,38.9244,28.6196,44.8202,41.7228,51.2164,26.5211,41.2232,48.641,29.348,69.0213,-0.5199,275,Delaware St.,MEAC,1,0–1,0–0,78.6274,105.3187,.0335275,41.2245,49.2138,26.4261,19.8118,20.5243,35.9221,31.6177,44.3198,43.5210,39.141,26.5211,53.3281,59.63,24.619,74.988,-0.8253
20181110,Portland St.,71,UC Riverside,64,222,Portland St.,BSky,1,0–1,0–0,100.4148,112.3241,.2155222,32.2282,58.0248,16.176,20.5104,47.210,38.5239,21.9244,66.0285,42.1226,53.5186,14.3285,57.1286,47.957,14.01,72.0151,-0.28159,210,UC Riverside,BW,1,0–1,0–0,91.7226,100.9139,.2499210,45.6196,55.9221,16.888,10.7281,17.1267,18.229,14.0282,18.621,42.4224,54.5196,33.3126,40.0220,42.1115,25.421,67.4243,-0.5204
20181111,Duke,94,Army,72,2,Duke,ACC,1,1–0,0–0,161.81,91.865,.99852,62.026,47.5128,4.92,18.2177,33.395,30.6183,36.7142,64.4312,58.556,52.4195,46.224,23.550,32.9251,28.841,85.22,+0.83,203,Army,Pat,1,1–0,0–0,105.3112,110.4252,.3682203,52.0127,54.8231,9.17,18.3174,18.2294,29.0163,56.927,46.2246,61.935,64.9303,30.0210,20.025,58.85,28.841,69.0234,+0.0593
20181111,Virginia,76,George Washington,57,30,Virginia,ACC,1,1–0,0–0,112.258,88.450,.939630,57.458,36.619,8.96,24.937,35.574,33.3214,33.3177,65.9316,57.169,33.312,38.592,28.695,48.149,34.196,60.3320,+0.04110,235,George Washington,A10,2,0–2,0–0,100.3175,110.9258,.2395235,51.4137,46.2108,18.2140,13.8280,25.0215,39.5279,43.192,28.6105,49.3169,45.294,36.8115,31.7152,34.9218,45.1242,67.2274,-1.9317
20181111,Michigan St.,106,Florida Gulf Coast,82,104,Michigan St.,B10,1,0–1,0–0,110.673,102.9188,.6971104,54.297,52.2195,21.3217,13.0291,19.4277,28.3148,59.320,47.8258,38.9282,45.7102,52.25,43.5283,39.0166,33.379,81.810,-0.33176,246,Florida Gulf Coast,ASun,1,0–1,0–0,95.7219,106.9226,.2175246,55.677,50.0162,28.6305,17.1206,30.3138,28.6150,22.2274,42.1215,48.0186,54.5221,41.466,29.2111,53.710,42.1201,71.0193,-0.8255
20181111,Mississippi St.,77,Hartford,59,14,Mississippi St.,SEC,1,1–0,0–0,117.837,88.044,.966514,63.318,41.543,15.973,23.956,31.0126,35.0231,28.1220,44.1229,76.92,44.483,28.0231,21.433,39.1165,23.710,74.0112,+0.1646,270,Hartford,AE,2,0–2,0–0,97.6203,114.5276,.1381270,47.1209,54.6228,19.6184,19.6140,27.8172,44.6307,31.4196,30.5118,44.8223,54.5221,33.3155,36.8208,44.689,14.51,73.0136,-1.3299
20181111,TCU,79,Oral Roberts,62,223,TCU,B12,1,1–0,0–0,87.0280,93.780,.2993223,49.0182,44.078,18.6152,14.3270,20.0273,13.210,54.037,24.154,58.854,35.321,18.8304,37.5221,32.0258,41.4193,72.5148,+0.0690,319,Oral Roberts,Sum,1,0–1,0–0,71.6317,105.6213,.0114319,33.6312,60.3290,27.5299,15.7244,23.8235,22.672,31.0199,23.852,40.0268,67.4310,17.9307,30.0125,48.344,31.759,78.326,-0.7245
20181111,Cornell,57,Colgate,73,215,Cornell,Ivy,1,1–0,0–0,96.1215,102.8185,.3151215,52.6118,52.3198,17.4112,14.9260,22.9246,12.88,58.622,25.871,57.169,57.1249,30.4203,29.2111,39.7149,36.4121,83.27,+0.0786,198,Colgate,Pat,2,1–1,0–0,115.648,120.6306,.3808198,55.579,50.4173,21.3217,18.4171,40.635,29.2167,50.555,49.1267,51.6132,42.565,40.473,43.6284,43.1107,34.8101,67.6260,-0.8252
20181111,Marshall,76,Hofstra,72,18,Marshall,CUSA,1,1–0,0–0,114.153,88.045,.952418,55.382,34.410,17.6123,18.7161,38.153,38.3271,42.1105,45.0234,56.676,43.473,34.8139,11.15,30.3272,33.888,80.014,+0.1742,195,Hofstra,CAA,1,1–0,0–0,96.1216,99.3140,.4047195,52.3119,48.2136,11.011,15.1255,19.4277,8.11,28.1220,30.4116,48.8174,46.9116,39.187,33.3169,35.9205,42.9212,73.6122,+0.02119
